Run Fitness1 Solution1 Fitness2 Solution2
1 100002.0 003005000 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 31755.6 004000002
1 31755.6 004000002 27264.6 004000001
1 27264.6 004000001 39089.4 001000001
1 39089.4 001000001 39089.4 001000001
1 39089.4 001000001 39089.4 001000001
1 39089.4 001000001 39089.4 001000001
1 39089.4 001000001 39089.4 001000001
1 39089.4 001000001 39089.4 001000001
1 39089.4 001000001 29350.2 003000001
1 29350.2 003000001 29350.2 003000001
1 29350.2 003000001 29350.2 003000001
1 29350.2 003000001 29350.2 003000001
1 29350.2 003000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
1 25034.4 002000001 25034.4 002000001
