Unnamed: 0,instance,nodes,edges,nbest,nend,components,strength,plength,npaths
1,P50_EVOCA.log_GA_Fnk_2_20_S_stn,26,60,1,4,1,1.6,2.3333,6
1,P50_EVOCA.log_GA_Fnk_2_38_S_stn,22,53,1,7,1,0.7,3.1429,7
1,P50_EVOCA.log_GA_Fnk_2_52_S_stn,21,52,1,2,1,0.5,2.625,8
1,P50_EVOCA.log_GA_Fnk_3_20_S_stn,39,65,1,1,1,0.2,3.3,10
1,P50_EVOCA.log_GA_Fnk_3_34_S_stn,20,47,1,1,1,1.8,2.9,10
1,P50_EVOCA.log_GA_Fnk_3_48_S_stn,21,56,1,3,1,0.5,2.1429,7
1,P50_EVOCA.log_GA_Fnk_4_20_S_stn,25,57,1,4,1,0.4,2.3333,9
1,P50_EVOCA.log_GA_Fnk_4_30_S_stn,21,53,1,3,1,0.1,3.4,10
1,P50_EVOCA.log_GA_Fnk_4_40_S_stn,25,64,1,3,1,1.2,1.7143,7
1,P50_EVOCA.log_GA_Fnk_5_20_S_stn,31,59,1,5,1,0.1,4.3,10
1,P50_EVOCA.log_GA_Fnk_5_28_S_stn,25,57,1,3,1,0.6,3.1429,7
1,P50_EVOCA.log_GA_Fnk_5_38_S_stn,22,52,1,3,1,1.1,2.1667,6
1,P50_EVOCA.log_GA_Fnk_6_20_S_stn,27,60,1,4,1,0.1,3.9,10
1,P50_EVOCA.log_GA_Fnk_6_26_S_stn,20,54,1,1,1,0.8,2.0,9
1,P50_EVOCA.log_GA_Fnk_6_32_S_stn,24,70,1,3,1,1.2,2.0,9
1,P50_EVOCA.log_GA_FALL_S_stn,30,57,1,6,1,0.3,2.5,10
1,P50_EVOCA.log_GA_Fnk_2_20_S_stn,26,60,1,4,1,1.6,2.3333,6
1,P50_EVOCA.log_GA_Fnk_2_38_S_stn,22,53,1,7,1,0.7,3.1429,7
1,P50_EVOCA.log_GA_Fnk_2_52_S_stn,21,52,1,2,1,0.5,2.625,8
1,P50_EVOCA.log_GA_Fnk_3_20_S_stn,39,65,1,1,1,0.2,3.3,10
1,P50_EVOCA.log_GA_Fnk_3_34_S_stn,20,47,1,1,1,1.8,2.9,10
1,P50_EVOCA.log_GA_Fnk_3_48_S_stn,21,56,1,3,1,0.5,2.1429,7
1,P50_EVOCA.log_GA_Fnk_4_20_S_stn,25,57,1,4,1,0.4,2.3333,9
1,P50_EVOCA.log_GA_Fnk_4_30_S_stn,21,53,1,3,1,0.1,3.4,10
1,P50_EVOCA.log_GA_Fnk_4_40_S_stn,25,64,1,3,1,1.2,1.7143,7
1,P50_EVOCA.log_GA_Fnk_5_20_S_stn,31,59,1,5,1,0.1,4.3,10
1,P50_EVOCA.log_GA_Fnk_5_28_S_stn,25,57,1,3,1,0.6,3.1429,7
1,P50_EVOCA.log_GA_Fnk_5_38_S_stn,22,52,1,3,1,1.1,2.1667,6
1,P50_EVOCA.log_GA_Fnk_6_20_S_stn,27,60,1,4,1,0.1,3.9,10
1,P50_EVOCA.log_GA_Fnk_6_26_S_stn,20,54,1,1,1,0.8,2.0,9
1,P50_EVOCA.log_GA_Fnk_6_32_S_stn,24,70,1,3,1,1.2,2.0,9
1,P50_EVOCA.log_GA_FALL_S_stn,30,57,1,6,1,0.3,2.5,10
