Run Fitness1 Solution1 Fitness2 Solution2
1 3783.1 027004000020015001 279280.0 001001000025007009
1 279280.0 001001000025007009 7162.5 001001000025007006
1 7162.5 001001000025007006 3783.1 027004000020015001
1 3783.1 027004000020015001 7199.13 016001000025020006
1 7199.13 016001000025020006 11910.8 016001000022020006
1 11910.8 016001000022020006 11910.8 016001000022020006
1 11910.8 016001000022020006 6532.14 040004000025020014
1 6532.14 040004000025020014 11910.8 016001000022020006
1 11910.8 016001000022020006 6987420.0 031001000025007006
1 6987420.0 031001000025007006 52218.6 031001002025007006
1 52218.6 031001002025007006 11910.8 016001000022020006
1 11910.8 016001000022020006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 374809.0 001004000025015006
1 374809.0 001004000025015006 184322.0 001004000023015006
1 184322.0 001004000023015006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 983840.939 040002000002020006
1 983840.939 040002000002020006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 11098.8 040001000002020001
1 11098.8 040001000002020001 4009.27 040001000002020014
1 4009.27 040001000002020014 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 3714680.0 040002000025015006
1 3714680.0 040002000025015006 22789.8 040002000025015015
1 22789.8 040002000025015015 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 772554.0 016002000022020015
1 772554.0 016002000022020015 475042.0 016000000022020015
1 475042.0 016000000022020015 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 11910.8 016001000022020006
1 11910.8 016001000022020006 42440.5 016003000022020006
1 42440.5 016003000022020006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 304390.0 040002000022000001
1 304390.0 040002000022000001 72562.6 040002000003000001
1 72562.6 040002000003000001 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 160389.0 040002000025000001
1 160389.0 040002000025000001 125404.0 028002000025000001
1 125404.0 028002000025000001 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 6429810.0 040004000002020006
1 6429810.0 040004000002020006 2888228.4675 040001000002020006
1 2888228.4675 040001000002020006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 983840.939 040002000002020006
1 983840.939 040002000002020006 31016.3 040002000002015006
1 31016.3 040002000002015006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 874915.6021285715 016001000002020006
1 874915.6021285715 016001000002020006 2295.15 016001000002020013
1 2295.15 016001000002020013 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 2040850.5334333333 027001000002020006
1 2040850.5334333333 027001000002020006 2040850.5334333333 027001000002020006
1 2040850.5334333333 027001000002020006 103561.9707885 001001000022007006
1 103561.9707885 001001000022007006 1449400000.0 012002000002020001
1 1449400000.0 012002000002020001 23089.9 012002000002020012
