Run Fitness1 Solution1 Fitness2 Solution2
1 64020.0 002000005 64020.0 002000005
1 64020.0 002000005 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 62702.4 001000002
1 62702.4 001000002 62702.4 001000002
1 62702.4 001000002 36587.2 004000004
1 36587.2 004000004 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 19523.0 003000002
1 19523.0 003000002 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
1 16443.0 002000003 16443.0 002000003
