Run Fitness1 Solution1 Fitness2 Solution2
1 57.8673 005000000005006004 5317.4 015005001004005006
1 5317.4 015005001004005006 484.076 015003001004005006
1 484.076 015003001004005006 57.8673 005000000005006004
1 57.8673 005000000005006004 96132300.0 014002001004000006
1 96132300.0 014002001004000006 9656.0 014002001004000002
1 9656.0 014002001004000002 57.8673 005000000005006004
1 57.8673 005000000005006004 373.784 001005000005002006
1 373.784 001005000005002006 352.91 018005000005002006
1 352.91 018005000005002006 57.8673 005000000005006004
1 57.8673 005000000005006004 61754.9 001002001003005006
1 61754.9 001002001003005006 448.049 001002001003005000
1 448.049 001002001003005000 57.8673 005000000005006004
1 57.8673 005000000005006004 9091.62 018005001001008005
1 9091.62 018005001001008005 1173.07 018003001001008005
1 1173.07 018003001001008005 57.8673 005000000005006004
1 57.8673 005000000005006004 905171000.0 000006002005007005
1 905171000.0 000006002005007005 692.1 016006002005007005
1 692.1 016006002005007005 57.8673 005000000005006004
1 57.8673 005000000005006004 1276.65 015005001007008005
1 1276.65 015005001007008005 918.304 015001001007008005
1 918.304 015001001007008005 57.8673 005000000005006004
1 57.8673 005000000005006004 791.409 018005001010008006
1 791.409 018005001010008006 57.8673 005000000005006004
1 57.8673 005000000005006004 38848.610499999995 015005002001008006
1 38848.610499999995 015005002001008006 38848.610499999995 015005002001008006
1 38848.610499999995 015005002001008006 57.8673 005000000005006004
1 57.8673 005000000005006004 296.042 006001002001008005
1 296.042 006001002001008005 20.9895 005001002001008005
1 20.9895 005001002001008005 20.9895 005001002001008005
1 20.9895 005001002001008005 3498.76 016005001003008005
1 3498.76 016005001003008005 3141.84 016005001003007005
1 3141.84 016005001003007005 20.9895 005001002001008005
1 20.9895 005001002001008005 25014.3 015004002003005005
1 25014.3 015004002003005005 1699.01 015004002003005008
1 1699.01 015004002003005008 20.9895 005001002001008005
1 20.9895 005001002001008005 484.076 015003001004005006
1 484.076 015003001004005006 49952.5 015003002004005006
1 49952.5 015003002004005006 20.9895 005001002001008005
1 20.9895 005001002001008005 488.5 005001001007002005
1 488.5 005001001007002005 485.222 009001001007002005
1 485.222 009001001007002005 20.9895 005001002001008005
1 20.9895 005001002001008005 20.9895 005001002001008005
1 20.9895 005001002001008005 1798.59 005001002001004005
1 1798.59 005001002001004005 20.9895 005001002001008005
1 20.9895 005001002001008005 15356.6 005001001003007006
1 15356.6 005001001003007006 52.2046 005001000003007006
1 52.2046 005001000003007006 20.9895 005001002001008005
1 20.9895 005001002001008005 414.743 005004000003008006
1 414.743 005004000003008006 221.279 005001000003008006
1 221.279 005001000003008006 20.9895 005001002001008005
1 20.9895 005001002001008005 3322.52 001001001007002006
1 3322.52 001001001007002006 272.003 001001001007002008
1 272.003 001001001007002008 20.9895 005001002001008005
1 20.9895 005001002001008005 17575.361999999997 005005000005002006
1 17575.361999999997 005005000005002006 202.672 005005000005002005
1 202.672 005005000005002005 20.9895 005001002001008005
1 20.9895 005001002001008005 671.396 001005002003002005
1 671.396 001005002003002005 235.059 001000002003002005
1 235.059 001000002003002005 20.9895 005001002001008005
1 20.9895 005001002001008005 2036.47 005001002003002005
1 2036.47 005001002003002005 263.581 005001002003005005
1 263.581 005001002003005005 20.9895 005001002001008005
1 20.9895 005001002001008005 21889.1 005001001007007006
1 21889.1 005001001007007006 539.605 005002001007007006
1 539.605 005002001007007006 20.9895 005001002001008005
1 20.9895 005001002001008005 1878.77 005001002003002006
1 1878.77 005001002003002006 5229.3025 005001002003002001
1 5229.3025 005001002003002001 20.9895 005001002001008005
1 20.9895 005001002001008005 39000.9 006005002005002006
1 39000.9 006005002005002006 18127.6 006005001005002006
1 18127.6 006005001005002006 20.9895 005001002001008005
1 20.9895 005001002001008005 545.547 005000002003005005
1 545.547 005000002003005005 523.651 005005002003005005
1 523.651 005005002003005005 20.9895 005001002001008005
1 20.9895 005001002001008005 1841.12 005001000005006006
1 1841.12 005001000005006006 515.356 005001000005006005
1 515.356 005001000005006005 20.9895 005001002001008005
1 20.9895 005001002001008005 734.339 005001002003005001
1 734.339 005001002003005001 628.074 005001002002005001
1 628.074 005001002002005001 20.9895 005001002001008005
1 20.9895 005001002001008005 419.197 005001002001007005
1 419.197 005001002001007005 137.372 005001002001009005
1 137.372 005001002001009005 20.9895 005001002001008005
1 20.9895 005001002001008005 326.852 006005002003008006
1 326.852 006005002003008006 269.754 006005002003009006
1 269.754 006005002003009006 20.9895 005001002001008005
1 20.9895 005001002001008005 324.025 005000000005002005
1 324.025 005000000005002005 162.887 005000000005002001
1 162.887 005000000005002001 20.9895 005001002001008005
1 20.9895 005001002001008005 162.134 005001002003002008
1 162.134 005001002003002008 20.9895 005001002001008005
1 20.9895 005001002001008005 34673.1 005000002003002008
1 34673.1 005000002003002008 482.526 005000002007002008
