Run Fitness1 Solution1 Fitness2 Solution2
1 417.731 059002000042039017 1419.85 013006000009041020
1 1419.85 013006000009041020 1335.64 013006000009023020
1 1335.64 013006000009023020 417.731 059002000042039017
1 417.731 059002000042039017 624.662 016004000019041020
1 624.662 016004000019041020 230.926 016004000019009020
1 230.926 016004000019009020 230.926 016004000019009020
1 230.926 016004000019009020 17004.7 019006001027007016
1 17004.7 019006001027007016 11660.9 019006001027007040
1 11660.9 019006001027007040 230.926 016004000019009020
1 230.926 016004000019009020 1222.04 038003000012028021
1 1222.04 038003000012028021 893.629 038003000012023021
1 893.629 038003000012023021 230.926 016004000019009020
1 230.926 016004000019009020 22802.5 052000002034023021
1 22802.5 052000002034023021 2766.49 052004002034023021
1 2766.49 052004002034023021 230.926 016004000019009020
1 230.926 016004000019009020 24783.9 038000000046032020
1 24783.9 038000000046032020 307.572 038000000046032000
1 307.572 038000000046032000 230.926 016004000019009020
1 230.926 016004000019009020 1719.54 043004002009007045
1 1719.54 043004002009007045 148.444 043004002009020045
1 148.444 043004002009020045 148.444 043004002009020045
1 148.444 043004002009020045 37527.3 040006000025037014
1 37527.3 040006000025037014 540.156 040002000025037014
1 540.156 040002000025037014 148.444 043004002009020045
1 148.444 043004002009020045 27040.7 034004001027023011
1 27040.7 034004001027023011 3511.19 034004001027023005
1 3511.19 034004001027023005 148.444 043004002009020045
1 148.444 043004002009020045 23619.45 020001001015037016
1 23619.45 020001001015037016 23619.45 020001001015037016
1 23619.45 020001001015037016 148.444 043004002009020045
1 148.444 043004002009020045 670.702 043004002009029006
1 670.702 043004002009029006 670.702 043004002009029006
1 670.702 043004002009029006 148.444 043004002009020045
1 148.444 043004002009020045 504.642 055004000036020015
1 504.642 055004000036020015 494.333 055004000011020015
1 494.333 055004000011020015 148.444 043004002009020045
1 148.444 043004002009020045 15370900.0 062003000021045006
1 15370900.0 062003000021045006 15258.6 062003000021020006
1 15258.6 062003000021020006 148.444 043004002009020045
1 148.444 043004002009020045 1637.46 028004000035037021
1 1637.46 028004000035037021 567.195 081004000035037021
1 567.195 081004000035037021 148.444 043004002009020045
1 148.444 043004002009020045 607.547 013004000029023014
1 607.547 013004000029023014 535.767 013004000024023014
1 535.767 013004000024023014 148.444 043004002009020045
1 148.444 043004002009020045 142.063 081002000043032045
1 142.063 081002000043032045 142.063 081002000043032045
1 142.063 081002000043032045 2588.74 043004001038026014
1 2588.74 043004001038026014 383.155 043004001038026013
1 383.155 043004001038026013 142.063 081002000043032045
1 142.063 081002000043032045 34514.1 020004000029020015
1 34514.1 020004000029020015 424.02 020004000029022015
1 424.02 020004000029022015 142.063 081002000043032045
1 142.063 081002000043032045 42117.2 020002001009007045
1 42117.2 020002001009007045 445.178 020002001049007045
1 445.178 020002001049007045 142.063 081002000043032045
1 142.063 081002000043032045 519.892 043002000022023020
1 519.892 043002000022023020 284.963 043002000022042020
1 284.963 043002000022042020 142.063 081002000043032045
1 142.063 081002000043032045 7341.93 055006000035050016
1 7341.93 055006000035050016 2410.21 018006000035050016
1 2410.21 018006000035050016 142.063 081002000043032045
1 142.063 081002000043032045 598.309 064004000019020016
1 598.309 064004000019020016 419.518 064004000019042016
1 419.518 064004000019042016 142.063 081002000043032045
1 142.063 081002000043032045 544.263 038001001023026010
1 544.263 038001001023026010 458.156 038001001029026010
1 458.156 038001001029026010 142.063 081002000043032045
1 142.063 081002000043032045 274.492 013004002023028016
1 274.492 013004002023028016 235.791 013004002047028016
1 235.791 013004002047028016 142.063 081002000043032045
1 142.063 081002000043032045 185045000.0 043004002023009010
1 185045000.0 043004002023009010 3600.74 043004002023028010
1 3600.74 043004002023028010 142.063 081002000043032045
1 142.063 081002000043032045 2415.82 038004002029050006
1 2415.82 038004002029050006 458.558 038004002049050006
1 458.558 038004002049050006 142.063 081002000043032045
1 142.063 081002000043032045 585.594 055002000025009020
1 585.594 055002000025009020 369.415 055002000020009020
1 369.415 055002000020009020 142.063 081002000043032045
1 142.063 081002000043032045 2494.4 064004000035020045
1 2494.4 064004000035020045 636.752 064004000032020045
1 636.752 064004000032020045 142.063 081002000043032045
1 142.063 081002000043032045 720.962 055004000009029021
1 720.962 055004000009029021 48.8502 055000000009029021
1 48.8502 055000000009029021 48.8502 055000000009029021
1 48.8502 055000000009029021 13890.2 013002001043029014
1 13890.2 013002001043029014 398.721 013002001026029014
1 398.721 013002001026029014 48.8502 055000000009029021
1 48.8502 055000000009029021 39148.3 043001000023041014
1 39148.3 043001000023041014 2851.46 043001002023041014
1 2851.46 043001002023041014 48.8502 055000000009029021
1 48.8502 055000000009029021 20324.1 043002001043029020
1 20324.1 043002001043029020 1900.21 043002001043029031
1 1900.21 043002001043029031 48.8502 055000000009029021
1 48.8502 055000000009029021 769.498 013004001012037014
1 769.498 013004001012037014 367.409 013004001028037014
1 367.409 013004001028037014 48.8502 055000000009029021
1 48.8502 055000000009029021 177202.0 064004002043029045
